timestamp,from_unixtime(timestamp),sid,mysql_version,metric_file,Latency,result
1675198955,2023-01-31 21:02:35,204,MySQL 5.7.33,2023-01-31/037905b0-0af3-46e8-ab3b-f19406c61846.json,13.991,10;ON;150000;5;5368709120;all;200;671088640;75.000000;0.000000;1;0;268435456;8;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;0;32768;8192;16777216;3072;134217728;ON;OFF;8192;4096;1048576;4194304;512;300;0;16777216;16777216;256;1664;2560;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;5;128;8388608;31536000;OFF;DATABASE
1673083049,2023-01-07 09:17:29,2312,MySQL 5.7.38,2023-01-07/03a796b0-42e9-4757-b3ae-0e0ab8a28fa6.json,163.573,10;ON;150000;19;20401094656;all;200;2550136832;75.000000;0.000000;1;0;16777216;28;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;0;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;131072;524288;512;300;0;16777216;524288;256;1408;2048;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;19;128;8388608;31536000;OFF;DATABASE
1673600475,2023-01-13 09:01:15,93,MySQL 5.7.37,2023-01-13/03fc21db-d2de-4d4a-9668-4d98efa790db.json,8.3832333,10;ON;150000;24;25769803776;all;200;3221225472;75.000000;0.000000;1;0;268435456;8;null;0;32768;200;188;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;5242880;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;1048576;4194304;512;300;0;16777216;1048576;256;1664;2465;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;4;128;8388608;31536000;OFF;DATABASE
1673299041,2023-01-09 21:17:21,2312,MySQL 5.7.38,2023-01-09/041970a5-5fbc-4a79-b721-c42f35550da7.json,158.994,10;ON;150000;19;20401094656;all;200;2550136832;75.000000;0.000000;1;0;16777216;28;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;0;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;131072;524288;512;300;0;16777216;524288;256;1408;2048;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;19;128;8388608;31536000;OFF;DATABASE
1673557227,2023-01-12 21:00:27,986,MySQL 5.7.33,2023-01-12/04298bfb-e7c5-49d7-a5f3-e937053bb224.json,1047.5005667,10;ON;150000;2;2952790016;all;200;369098752;75.000000;0.000000;1;0;268435456;8;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;0;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;1048576;4194304;512;300;0;16777216;1048576;256;33152;65431;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;2;128;8388608;31536000;OFF;DATABASE
1673816440,2023-01-15 21:00:40,2546,MySQL 5.7.30,2023-01-15/04489897-b9a3-48bb-ae3e-89a152e966a9.json,117.7461333,10;ON;150000;1;134217728;all;200;16777216;75.000000;0.000000;1;0;16777216;32;null;0;32768;200;628;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;0;32768;8192;16777216;4224;134217728;ON;OFF;8192;4096;1048576;1048576;512;300;0;16777216;1048576;256;1536;2245;16;1048576;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;OFF;DATABASE
1675166514,2023-01-31 12:01:54,2629,MySQL 5.7.42,2023-01-31/044db00a-adeb-49be-aec2-5de57db78135.json,76.00145,10;ON;150000;8;38654705664;all;200;1073741824;75.000000;0.000000;1;0;16777216;500;null;0;32768;200;703;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;64;0;128;1048576;6;30;10000;ON;64;524288;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;1048576;4096;1048576;OFF;OFF;8192;4096;131072;262144;512;300;0;16777216;262144;256;1147;1495;5;196608;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;4;128;8388608;31536000;OFF;DATABASE
1672909224,2023-01-05 09:00:24,202,MySQL 5.7.37,2023-01-05/044f58a5-53bc-4bcc-b303-96557d22200e.json,2.368,10;ON;150000;2;2147483648;all;200;402653184;75.000000;0.000000;1;0;268435456;8;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;131072;262144;512;300;0;16777216;25165824;256;5248;2419;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;2;128;8388608;31536000;OFF;DATABASE
1674594501,2023-01-24 21:08:21,985,MySQL 5.7.37,2023-01-24/048fe142-0b1e-4f68-9f3e-4aeddd14c12e.json,133.314,10;ON;150000;2;2147483648;all;200;268435456;75.000000;0.000000;1;0;201326592;8;null;0;32768;200;328;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;33554432;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;4194304;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;33554432;4096;134217728;ON;OFF;8192;4096;1048576;4194304;512;300;0;16777216;1048576;256;1597;2395;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;2;128;8388608;31536000;OFF;DATABASE
1674334867,2023-01-21 21:01:07,984,MySQL 5.7.33,2023-01-21/04c2e4e2-3cdb-41ce-9cb4-d82c4f6d3ebc.json,31.016,10;ON;150000;1;1073741824;all;200;67108864;75.000000;0.000000;1;0;134217728;8;null;0;32768;200;178;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;5242880;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;33554432;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;1048576;4194304;512;300;0;16777216;1048576;256;1635;2470;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;OFF;DATABASE
1673688075,2023-01-14 09:21:15,202,MySQL 5.7.37,2023-01-14/04dbe435-7f2f-441c-8d2b-66ef068a4ea1.json,1.7489333,10;ON;150000;2;2147483648;all;200;402653184;75.000000;0.000000;1;0;268435456;8;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;131072;262144;512;300;0;16777216;25165824;256;5248;2419;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;2;128;8388608;31536000;OFF;DATABASE
1674508605,2023-01-23 21:16:45,184,MySQL 5.7.30,2023-01-23/04e29e0f-3488-4a5f-818b-a68dc098082f.json,26.962,10;ON;150000;1;1073741824;all;200;134217728;75.000000;0.000000;1;0;268435456;16;null;0;32768;200;279;ON;64;OFF;ON;OFF;25;0;5;6;50;5000;1;1;30;8000000;2000000000;2;2000;50;16777216;1024;0;0;37;1000;134217728;16384;300;4;OFF;56;4;0;128;1048576;6;30;10000;ON;4;8388608;31536000;18446744073709547520;1073741824;18446744073709547520;20;20;18446744073709551615;1024;18446744073709551615;1024;0;32;18446744073709551615;1024;1;62;32768;8192;16777216;4096;134217728;ON;OFF;8192;4096;131072;262144;512;300;0;16777216;262144;256;4480;8192;16;262144;8192;null;0;8;134217728;25;OFF;ON;640000000;8192;1073741824;1;128;8388608;31536000;OFF;DATABASE
